doi,pmid,e_pub_year
10.1177/0020764017735140,29056084,2017
10.2196/mhealth.8233,29055881,2017
10.1016/j.msard.2017.08.005,29055457,2017
10.1016/j.msard.2017.07.014,29055439,2017
10.1111/cas.13427,29055056,2017
10.1111/all.13338,29055045,2017
10.1016/j.mito.2017.10.008,29054472,2017
10.1016/j.jconrel.2017.10.016,29054370,2017
10.1371/journal.pone.0186043,29053726,2017
10.3390/ijms18102199,29053586,2017
10.1200/JCO.2017.74.7642,29053400,2017
10.1186/s10194-017-0816-0,29052046,2017
10.1007/s00421-017-3742-6,29052033,2017
10.1038/s41467-017-01220-0,29051540,2017
10.1016/j.neurobiolaging.2017.09.017,29050849,2017
10.1016/j.jash.2017.08.001,29050747,2017
10.1016/j.clnu.2017.09.027,29050650,2017
10.1177/0269215517698735,29050510,2017
10.1055/s-0037-1600939,29050056,2017
10.1097/HP.0000000000000734,29049048,2017
10.1186/s12884-017-1537-8,29047402,2017
10.3389/fmicb.2017.01917,29046671,2017
10.1055/s-0043-119647,29046010,2017
10.1002/ejhf.1029,29044932,2017
10.1002/gcc.22509,29044880,2017
10.1160/TH17-06-0381,29044291,2017
10.1038/s41598-017-13824-z,29044156,2017
10.1186/s13601-017-0172-9,29043014,2017
10.1038/s41598-017-13945-5,29042641,2017
10.1038/s41598-017-13592-w,29042581,2017
10.1681/ASN.2017060713,29042456,2017
10.1074/jbc.M117.816751,29042436,2017
10.1182/blood-2017-04-748707,29042367,2017
10.1016/j.neuropharm.2017.10.018,29042314,2017
10.1016/j.biosystems.2017.10.001,29042301,2017
10.1016/j.exer.2017.10.011,29042140,2017
10.1186/s13075-017-1440-8,29041986,2017
10.1055/s-0043-119685,29041019,2017
10.1093/rheumatology/kex361,29040753,2017
10.1371/journal.ppat.1006676,29040326,2017
10.3892/or.2017.6013,29039591,2017
10.3892/ijmm.2017.3190,29039463,2017
10.1038/s41598-017-13448-3,29038455,2017
,29038419,2017
10.2337/db17-0982,29038309,2017
10.1016/j.autrev.2017.10.003,29037900,2017
10.1016/j.jbiomech.2017.09.022,29037443,2017
10.1111/jsr.12614,29034521,2017
10.1002/mrm.26968,29034505,2017
10.1007/s00784-017-2256-2,29034445,2017
10.1159/000475611,29034255,2017
10.1556/1886.2017.00023,29034110,2017
10.1556/1886.2017.00022,29034109,2017
10.1556/1886.2017.00021,29034108,2017
10.1556/1886.2017.00016,29034105,2017
10.1016/j.jchf.2017.08.013,29032136,2017
10.1016/j.nut.2017.08.004,29031771,2017
10.1016/j.clineuro.2017.10.001,29031234,2017
10.1016/j.clinph.2017.08.028,29031219,2017
10.1002/ajmg.b.32602,29031008,2017
10.1007/s00066-017-1221-y,29030654,2017
10.1038/s41598-017-13659-8,29030644,2017
10.1038/s41467-017-00934-5,29030599,2017
10.1161/CIRCULATIONAHA.117.029457,29030346,2017
10.2196/jmir.7639,29030329,2017
10.1016/j.toxlet.2017.10.006,29030270,2017
10.1016/bs.aivir.2017.08.002,29029730,2017
10.1007/s10545-017-0100-0,29027597,2017
10.1038/nrneurol.2017.117,29027539,2017
10.1038/s41598-017-13331-1,29026141,2017
10.1038/s41598-017-12793-7,29026105,2017
10.1186/s12859-017-1854-y,29025394,2017
10.1055/s-0043-118602,29025175,2017
10.1016/j.semcancer.2017.10.003,29024776,2017
10.1002/jbio.201700186,29024574,2017
10.1002/sctm.17-0130,29024485,2017
10.1111/ajt.14537,29024374,2017
10.1002/eji.201747244,29023682,2017
10.1371/journal.pone.0186341,29023527,2017
10.1080/15412555.2017.1378630,29023143,2017
10.1080/15622975.2017.1372628,29022753,2017
10.1007/s00405-017-4769-3,29022079,2017
10.1007/s13167-017-0102-x,29021839,2017
10.1080/03007995.2017.1391081,29019421,2017
10.1007/s00392-017-1170-6,29018938,2017
10.1007/s00223-017-0332-x,29018903,2017
10.3389/fcimb.2017.00421,29018775,2017
10.1136/openhrt-2017-000630,29018535,2017
10.3389/fimmu.2017.01202,29018450,2017
10.1016/j.actatropica.2017.10.003,29017876,2017
10.1186/s13195-017-0301-7,29017593,2017
10.1186/s12951-017-0301-6,29017510,2017
10.1055/s-0043-116545,29017219,2017
10.1055/s-0043-114605,29017207,2017
10.4269/ajtmh.16-0887,29016290,2017
10.1016/j.mvr.2017.09.004,28993199,2017
10.1016/j.parkreldis.2017.09.024,28993094,2017
10.1016/j.jpsychores.2017.09.002,28992901,2017
10.1016/j.jpsychores.2017.09.010,28992900,2017
10.1186/s12968-017-0389-8,28992817,2017
10.1016/j.eurpsy.2017.07.013,28992531,2017
10.1371/journal.pntd.0005747,28991915,2017
10.1371/journal.pntd.0005925,28991909,2017
10.1038/onc.2017.325,28991225,2017
10.1111/head.13179,28990165,2017
10.1177/1757177417690920,28989526,2017
10.1016/j.euroneuro.2017.07.004,28988944,2017
10.1016/j.dental.2017.09.009,28988780,2017
10.1016/j.canlet.2017.09.044,28987387,2017
10.1111/pai.12811,28986924,2017
10.1111/pai.12809,28986919,2017
10.1186/s12871-017-0425-0,28985715,2017
10.3171/2017.6.PEDS17107,28984541,2017
10.1099/jgv.0.000919,28984231,2017
10.1002/cam4.1155,28984053,2017
10.1002/pds.4333,28984052,2017
10.1007/s15010-017-1073-5,28983865,2017
10.1007/s11882-017-0749-3,28983790,2017
10.1007/s00467-017-3794-1,28983704,2017
10.3389/fpubh.2017.00249,28983477,2017
10.5888/pcd14.160434,28981403,2017
10.1177/1352458517734070,28980518,2017
10.1002/ejhf.937,28980368,2017
10.1093/ckj/sfx033,28979772,2017
10.11604/pamj.2017.27.237.9092,28979639,2017
10.2147/CIA.S139146,28979108,2017
10.1038/s41598-017-12645-4,28978997,2017
10.1158/1940-6207.CAPR-17-0076,28978566,2017
10.1080/13651501.2017.1383437,28978249,2017
10.2217/bmm-2017-0160,28976777,2017
10.1080/21678421.2017.1369125,28975816,2017
10.1111/obr.12595,28975765,2017
10.1007/s00520-017-3911-5,28975426,2017
10.1186/s12936-017-2044-0,28974215,2017
10.1073/pnas.1706875114,28973947,2017
10.1158/1078-0432.CCR-17-1159,28972047,2017
10.1016/j.omtm.2017.08.005,28971109,2017
10.1186/s12937-017-0286-x,28969694,2017
10.1016/j.eururo.2017.09.008,28967554,2017
10.1016/j.ajic.2017.08.024,28967512,2017
10.1111/obr.12589,28967183,2017
10.1364/BOE.8.004181,28966857,2017
10.1016/j.cub.2017.08.031,28966089,2017
10.1016/j.ultrasmedbio.2017.08.007,28965722,2017
10.1016/j.jtemb.2017.08.005,28965575,2017
10.1080/10503307.2017.1380862,28965476,2017
10.1111/jcpe.12823,28965352,2017
10.1007/s00277-017-3131-6,28965224,2017
10.1016/j.jcf.2017.09.002,28964647,2017
10.1016/j.jbiomech.2017.09.006,28964497,2017
10.1016/j.mri.2017.09.014,28963048,2017
10.1186/s13052-017-0400-x,28962626,2017
10.1111/ner.12690,28961350,2017
10.1002/ehf2.12209,28960880,2017
10.1111/apm.12756,28960560,2017
10.1111/ejh.12976,28960523,2017
10.1111/all.13312,28960325,2017
10.1177/2058460117727788,28959456,2017
10.1055/s-0043-118132,28959061,2017
10.1016/j.numecd.2017.07.001,28958691,2017
10.1016/j.jtcvs.2017.08.022,28958598,2017
10.1016/j.biopsycho.2017.09.014,28958482,2017
10.1016/j.schres.2017.09.030,28958479,2017
10.1055/s-0043-118656,28958126,2017
10.1016/j.psyneuen.2017.09.007,28957772,2017
10.1016/j.jmbbm.2017.08.022,28957701,2017
10.1371/journal.pone.0185663,28957430,2017
10.1148/radiol.2017162447,28956734,2017
10.1136/rmdopen-2017-000465,28955494,2017
10.3389/fneur.2017.00464,28955293,2017
10.1530/EC-17-0269,28954735,2017
10.1186/s12916-017-0934-1,28954635,2017
10.1038/nature24027,28953874,2017
10.1038/pr.2017.238,28953855,2017
10.1097/SLA.0000000000002541,28953552,2017
10.3390/bioengineering4030070,28952549,2017
10.3390/bioengineering4020038,28952517,2017
10.1111/vox.12549,28952160,2017
10.1016/j.brainres.2017.09.024,28951234,2017
10.1016/j.joen.2017.06.030,28951033,2017
10.1089/hum.2017.122,28950731,2017
10.1055/s-0043-118664,28950395,2017
10.1080/15412555.2017.1365119,28949781,2017
10.1177/0284185117730101,28949259,2017
10.1002/glia.23234,28948650,2017
10.1007/s10439-017-1934-1,28948419,2017
10.1007/s00394-017-1538-4,28948398,2017
10.1016/j.nicl.2017.09.005,28948141,2017
10.1186/s13148-017-0403-x,28947923,2017
10.1136/thoraxjnl-2017-210105,28947666,2017
10.1136/bmjopen-2017-018283,28947467,2017
10.1016/j.jid.2017.09.019,28947356,2017
10.1016/j.pnpbp.2017.09.012,28947181,2017
10.1016/j.jbiomech.2017.08.020,28947161,2017
10.1159/000480423,28946144,2017
10.1371/journal.pone.0185376,28945795,2017
10.1080/01635581.2017.1374419,28945459,2017
10.1002/ccd.27306,28944613,2017
10.3389/fmicb.2017.01721,28943870,2017
10.1016/j.jdent.2017.09.010,28943362,2017
10.1016/j.jcms.2017.08.024,28943180,2017
10.1186/s12968-017-0385-z,28942735,2017
10.1016/j.jbiomech.2017.09.011,28941955,2017
10.1016/j.neuropharm.2017.09.027,28941738,2017
10.1016/j.yjmcc.2017.09.008,28941705,2017
10.1016/j.dental.2017.08.187,28941587,2017
10.1002/art.40319,28941216,2017
10.1002/ccd.27313,28940997,2017
10.1111/ene.13471,28940973,2017
10.1111/all.13317,28940458,2017
10.1002/1873-3468.12855,28940390,2017
10.1007/s00059-017-4626-6,28939928,2017
10.1016/j.resuscitation.2017.09.012,28939504,2017
10.1016/j.eururo.2017.08.035,28939004,2017
10.1089/jwh.2017.6592,28937841,2017
10.3389/fpsyg.2017.01537,28936192,2017
10.1634/theoncologist.2017-0255,28935775,2017
10.1016/j.jcms.2017.08.017,28935490,2017
10.1186/s12872-017-0688-x,28934928,2017
10.1055/s-0043-118481,28934810,2017
10.1055/s-0043-118482,28934807,2017
10.1371/journal.pone.0184161,28934226,2017
10.1038/tp.2017.135,28934191,2017
10.3390/ijms18102023,28934131,2017
10.1160/TH17-03-0171,28933799,2017
10.1016/j.dib.2017.08.034,28932781,2017
10.1186/s13601-017-0169-4,28932387,2017
10.1186/s40413-017-0163-2,28932345,2017
10.1038/s41598-017-12154-4,28931863,2017
10.1038/s41598-017-10151-1,28931834,2017
10.1055/s-0043-115647,28931175,2017
10.1371/journal.pone.0183370,28931008,2017
10.1002/ijc.31062,28929486,2017
10.1007/s00264-017-3641-9,28929204,2017
10.4103/jmas.JMAS_137_17,28928324,2017
10.1053/j.jrn.2017.07.005,28927952,2017
10.1016/j.forsciint.2017.09.007,28926779,2017
10.1111/jerd.12338,28925550,2017
10.1111/myc.12662,28925082,2017
10.1002/ejhf.979,28925073,2017
10.1055/s-0043-105496,28924593,2017
10.1186/s13756-017-0253-5,28924472,2017
10.1073/pnas.1708161114,28923958,2017
10.1016/j.ejca.2017.08.020,28923573,2017
10.1016/j.fertnstert.2017.08.013,28923284,2017
10.1186/s12985-017-0843-0,28923111,2017
10.1007/s10143-017-0901-5,28921308,2017
10.1007/s00415-017-8618-5,28921040,2017
10.1038/nn.4643,28920935,2017
10.1016/S1474-4422(17)30278-8,28920886,2017
10.1080/2162402X.2017.1331806,28919993,2017
10.3389/fpsyg.2017.01489,28919871,2017
10.1186/s41182-017-0062-9,28919835,2017
10.1007/s00359-017-1213-5,28918475,2017
10.1007/s00221-017-5091-4,28918463,2017
10.1016/j.bone.2017.08.030,28918310,2017
10.1016/j.hrthm.2017.09.024,28917552,2017
10.1016/j.ctim.2017.07.005,28917376,2017
10.1007/s00198-017-4224-8,28916840,2017
10.3945/an.117.015651,28916566,2017
10.1016/j.bbr.2017.09.015,28916503,2017
10.1016/j.bbr.2017.09.018,28916500,2017
10.1016/j.jaip.2017.07.017,28916431,2017
10.1016/j.zefq.2017.07.012,28916160,2017
10.1016/j.mehy.2017.08.018,28915967,2017
10.1055/s-0043-116218,28915523,2017
10.1002/nbm.3784,28915318,2017
10.1371/journal.pone.0182897,28915242,2017
10.1155/2017/8930432,28912969,2017
10.3389/fpsyt.2017.00162,28912735,2017
10.1016/j.injury.2017.09.008,28912022,2017
10.1016/j.bbrc.2017.09.048,28911868,2017
10.1016/j.jdermsci.2017.08.009,28911799,2017
10.1159/000479860,28910809,2017
10.1371/journal.pone.0184889,28910382,2017
10.1111/tmi.12976,28906580,2017
10.18176/jiaci.0197,28906252,2017
10.1111/all.13307,28906011,2017
10.1002/ijc.31045,28906000,2017
10.1038/ejhg.2017.104,28905884,2017
10.1038/ejhg.2017.119,28905880,2017
10.1038/nrrheum.2017.142,28905861,2017
10.1177/1740774517729161,28905640,2017
10.1111/jcpe.12814,28905412,2017
10.1161/CIRCULATIONAHA.117.028110,28904069,2017
10.1136/bjophthalmol-2017-310156,28903965,2017
10.1186/s13059-017-1286-z,28903782,2017
10.1186/s13104-017-2805-4,28903752,2017
10.1111/pai.12807,28902467,2017
10.1055/s-0043-118350,28902372,2017
10.3390/antiox6030069,28902171,2017
10.1007/s11605-017-3568-x,28900855,2017
10.1007/s11011-017-0109-y,28900819,2017
10.1007/s00404-017-4519-1,28900705,2017
10.1007/s00063-017-0345-2,28900665,2017
10.1007/s00063-017-0348-z,28900664,2017
10.1128/MCB.00284-17,28899999,2017
10.1016/j.sleep.2017.06.004,28899537,2017
10.1186/s12974-017-0954-y,28899400,2017
10.1186/s12936-017-2013-7,28899381,2017
10.1016/j.jmbbm.2017.09.005,28898725,2017
10.1111/jdv.14584,28898460,2017
10.1111/jre.12487,28898420,2017
10.1007/s00405-017-4727-0,28894913,2017
10.1177/2058460117727315,28894591,2017
10.1161/JAHA.117.006010,28893762,2017
10.1016/j.expneurol.2017.09.005,28893517,2017
10.1002/ejhf.960,28891228,2017
10.3205/dgkh000299,28890862,2017
10.3389/fnhum.2017.00432,28890693,2017
10.5761/atcs.oa.17-00061,28890465,2017
10.1016/j.ijbiomac.2017.09.015,28890375,2017
10.1016/j.ymthe.2017.08.003,28890324,2017
10.1007/s00167-017-4706-4,28889191,2017
10.1016/j.jgo.2017.07.011,28888555,2017
10.1111/bjd.15867,28887889,2018
10.1016/j.bbcan.2017.08.004,28887205,2017
10.1111/cea.13025,28886234,2017
10.1371/journal.pone.0184333,28886170,2017
10.1371/journal.pone.0184470,28886129,2017
10.23736/S0031-0808.17.03370-5,28884567,2017
10.1007/s00428-017-2226-8,28884371,2017
10.5114/aoms.2017.69327,28883850,2017
10.1038/s41598-017-10983-x,28883483,2017
10.3324/haematol.2017.169805,28883078,2017
10.1016/S2215-0366(17)30330-9,28882707,2017
10.18632/oncotarget.18468,28881571,2017
10.1016/j.ctrv.2017.08.009,28881222,2017
10.1111/coa.12977,28881107,2017
10.1002/ppul.23824,28881101,2017
10.1371/journal.pntd.0005873,28880944,2017
10.1148/radiol.2017170116,28880786,2017
10.1111/bcp.13399,28880456,2017
10.3390/ijms18091925,28880249,2017
10.1111/pedi.12538,28880049,2017
10.1002/cam4.1161,28879675,2017
10.1007/s00384-017-2896-3,28879419,2017
10.3389/fphys.2017.00609,28878688,2017
10.1186/s12962-017-0080-9,28878573,2017
10.1523/JNEUROSCI.0991-17.2017,28877969,2017
10.1016/j.amjoto.2017.08.009,28877858,2017
10.1186/s12967-017-1288-3,28877719,2017
10.1002/bab.1608,28877377,2017
10.1002/eji.201747100,28875499,2017
10.1007/s00270-017-1782-2,28875339,2017
10.1007/s10549-017-4480-5,28875243,2017
10.1007/s00404-017-4514-6,28875234,2017
10.1038/s41598-017-10629-y,28874827,2017
10.1111/cea.13023,28873238,2017
10.1001/jamapediatrics.2017.2914,28873129,2017
10.1371/journal.pone.0183755,28873093,2017
10.1038/tp.2017.186,28872638,2017
10.3791/55768,28872130,2017
10.1177/0194599817728920,28871839,2017
10.1016/j.jaci.2017.08.007,28870460,2017
10.1186/s12966-017-0562-3,28870219,2017
10.3390/ijms18091893,28869492,2017
10.7554/eLife.24994,28869038,2017
10.1080/10428194.2017.1370546,28868954,2017
10.1007/s11678-017-0424-2,28868089,2017
10.1007/s11678-017-0399-z,28868087,2017
10.1016/j.neuron.2017.08.016,28867551,2017
10.1016/j.amjcard.2017.07.088,28867125,2017
10.1080/09546634.2017.1370074,28866951,2017
10.1007/s00592-017-1036-4,28866807,2017
10.12740/PP/74145,28866712,2017
10.1136/annrheumdis-2017-211937,28866648,2017
10.1016/j.jpsychires.2017.08.017,28866330,2017
10.1016/j.msec.2017.06.011,28866186,2017
10.1016/j.ijpharm.2017.08.119,28866132,2017
10.1111/all.13303,28865141,2017
10.1002/biot.201700341,28865134,2017
10.1007/s11046-017-0199-4,28864921,2017
10.2337/dc17-0595,28864502,2017
10.1152/ajpgi.00355.2016,28864501,2017
10.1016/j.bpj.2017.07.030,28863863,2017
10.1161/JAHA.116.005352,28862949,2017
10.3171/2017.3.SPINE161269,28862573,2017
10.1002/ccd.27252,28862376,2017
10.1080/17476348.2017.1375408,28862062,2017
10.1007/s11678-017-0404-6,28861125,2017
10.3389/fendo.2017.00198,28861042,2017
10.3389/fncel.2017.00238,28860969,2017
10.1152/japplphysiol.00120.2017,28860164,2017
10.1186/s12974-017-0945-z,28859672,2017
10.1111/all.13301,28859248,2017
10.1519/JSC.0000000000002121,28859011,2017
10.1177/1352458517730131,28857723,2017
10.1111/dom.13104,28857388,2017
10.1002/cpp.2124,28857347,2017
10.1111/jdv.14570,28857299,2017
10.1111/bjh.14913,28857120,2017
10.1002/mrm.26887,28856778,2017
10.1002/mrm.26892,28856718,2017
10.1007/s00277-017-3098-3,28856437,2017
10.1016/j.amsu.2017.08.009,28855982,2017
10.3389/fneur.2017.00370,28855885,2017
10.1038/s41598-017-10527-3,28855727,2017
10.1038/s41598-017-09600-8,28855540,2017
10.1038/s41467-017-00430-w,28855500,2017
10.1161/STROKEAHA.117.017903,28855390,2017
10.1136/neurintsurg-2017-013319,28855346,2017
10.1024/0301-1526/a000658,28854856,2017
10.1146/annurev-psych-010417-085944,28854000,2017
10.1111/aor.12955,28853220,2017
10.1007/s00247-017-3954-2,28852808,2017
10.1038/s41598-017-10129-z,28852061,2017
10.1038/s41598-017-09875-x,28851983,2017
10.1038/s41598-017-09622-2,28851959,2017
10.1038/s41598-017-03693-x,28851875,2017
10.1101/cshperspect.a029223,28851748,2018
10.1016/j.jinf.2017.08.010,28851533,2017
10.1186/s13195-017-0288-0,28851447,2017
10.1186/s12974-017-0929-z,28851393,2017
10.1111/his.13375,28851100,2017
10.1111/tri.13041,28850737,2017
10.1111/all.13264,28850687,2017
10.1002/eji.201747191,28850672,2017
10.1038/sdata.2017.112,28850106,2017
,28850025,2017
10.23736/S1824-4785.17.02975-2,28849632,2017
10.1007/s12013-017-0823-4,28849322,2017
10.1136/rmdopen-2017-000430,28848654,2017
10.1136/rmdopen-2016-000409,28848653,2017
10.1016/j.wneu.2017.08.119,28847555,2017
10.1016/j.bbr.2017.08.034,28847444,2017
10.1002/clc.22782,28846806,2017
10.1038/ng.3939,28846100,2017
10.1056/NEJMoa1707914,28845751,2017
10.1183/23120541.00150-2016,28845428,2017
10.1038/cddiscovery.2017.48,28845295,2017
10.1055/s-0043-116223,28845051,2017
10.1016/j.mad.2017.08.011,28844969,2017
10.1016/j.peptides.2017.08.004,28844870,2017
10.1016/j.bandc.2017.08.006,28844505,2017
10.1016/j.hpb.2017.07.010,28844397,2017
10.1016/j.archoralbio.2017.08.008,28843745,2017
10.1016/j.ijcard.2017.08.038,28843718,2017
10.1016/j.jcms.2017.07.008,28843407,2017
10.1016/j.jad.2017.08.053,28843077,2017
10.1007/s00109-017-1582-9,28842720,2017
10.1038/s41598-017-09653-9,28842678,2017
10.1038/s41598-017-08779-0,28842559,2017
10.1212/WNL.0000000000004414,28842449,2017
10.1124/mol.117.109017,28842394,2017
10.1016/j.wneu.2017.08.053,28842232,2017
10.1016/j.biopsych.2017.07.009,28842114,2017
10.1016/j.colsurfb.2017.07.073,28841497,2017
10.1111/trf.14289,28840942,2017
10.1007/s00399-017-0527-x,28840312,2017
10.1523/ENEURO.0173-17.2017,28840189,2017
10.1016/j.nicl.2017.08.010,28840099,2017
10.1158/1535-7163.MCT-17-0293,28838999,2017
10.2337/db17-0187,28838971,2017
10.1016/S1470-2045(17)30471-0,28838862,2017
10.1080/10428194.2017.1365851,28838257,2017
10.1055/s-0043-111596,28837973,2017
10.1016/j.clinph.2017.07.417,28837907,2017
10.1371/journal.pone.0183482,28837607,2017
10.1038/cddis.2017.403,28837149,2017
10.1002/ejhf.933,28836359,2017
10.1007/s40520-017-0816-6,28836236,2017
10.1177/1759720X17706454,28835779,2017
10.1038/s41598-017-08300-7,28835639,2017
10.1084/jem.20161784,28835417,2017
10.1212/WNL.0000000000004391,28835404,2017
10.1186/s13063-017-2123-0,28835261,2017
10.1186/s12880-017-0223-7,28835220,2017
10.1111/jch.13064,28834128,2017
10.1002/ijc.31009,28833076,2017
10.1111/aogs.13213,28832909,2017
10.3390/ijms18091835,28832554,2017
10.3390/ijms18091830,28832497,2017
10.1017/S0033291717002161,28832300,2017
10.1097/GOX.0000000000001397,28831343,2017
10.1155/2017/6894040,28831296,2017
10.1016/j.it.2017.07.011,28830734,2017
10.1186/s13014-017-0877-x,28830532,2017
10.1186/s12909-017-0971-7,28830418,2017
10.1038/nbt.3947,28829439,2017
10.1177/0271678X17726635,28829217,2017
10.1007/s11325-017-1555-9,28828627,2017
10.1136/bmjopen-2017-015913,28827247,2017
10.1016/j.juro.2017.08.079,28827104,2017
10.1016/j.devcel.2017.07.021,28826820,2017
10.1016/j.clinph.2017.07.400,28826015,2017
10.1024/1422-4917/a000545,28825877,2017
10.3390/s17081914,28825612,2017
10.1024/1422-4917/a000544,28825513,2017
10.3389/fimmu.2017.00844,28824611,2017
10.1038/leu.2017.270,28824170,2017
10.1136/annrheumdis-2017-211623,28822981,2017
10.1016/j.jbiotec.2017.08.007,28822795,2017
10.1007/s10549-017-4444-9,28822007,2017
10.1007/s00270-017-1769-z,28821949,2017
10.1007/s00296-017-3791-5,28821941,2017
10.1038/s41598-017-08676-6,28821740,2017
10.1189/jlb.1AB0617-230R,28821572,2017
10.1016/j.nano.2017.08.004,28821464,2017
10.1016/j.diagmicrobio.2017.07.006,28821364,2017
10.1186/s12902-017-0198-y,28821302,2017
10.1007/s11046-017-0190-0,28819878,2017
10.1038/s41467-017-00282-4,28819259,2017
10.1136/sextrans-2017-053150,28819018,2017
10.1016/j.jjcc.2017.06.007,28818562,2017
10.1016/S2468-1253(17)30246-7,28818518,2017
10.1016/j.ultrasmedbio.2017.07.001,28818306,2017
10.1089/ars.2017.7052,28817963,2017
10.1371/journal.pone.0182709,28817676,2017
10.1200/JCO.2017.72.6463,28817370,2017
10.1080/0284186X.2017.1364869,28816074,2017
10.1111/jorc.12210,28815975,2017
10.1111/cen.13447,28815660,2017
10.1111/all.13271,28815631,2017
10.1111/acer.13481,28815629,2017
10.1002/eji.201747063,28815584,2017
10.1136/annrheumdis-2017-211585,28814430,2017
10.1159/000479992,28813704,2017
10.1038/nature23642,28813421,2017
10.1038/nature23653,28813413,2017
10.1002/mrm.26873,28812315,2017
10.1007/s00381-017-3565-0,28812141,2017
10.1016/j.jcf.2017.08.001,28811149,2017
